country_iso3,indicator_id,series,special_or_major_group,weight_pct_in_base_year,year_iranian,year_western,base_year_sh,index_value,pct_change_yoy,pct_change_source,source_dataset,notes
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Miscellaneous goods and services,major_group,3.2,1390,2011-2012,1390,100.0,,,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Miscellaneous goods and services,major_group,3.2,1391,2012-2013,1390,146.6,46.6,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Miscellaneous goods and services,major_group,3.2,1392,2013-2014,1390,220.8,50.6,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Miscellaneous goods and services,major_group,3.2,1393,2014-2015,1390,255.8,15.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Miscellaneous goods and services,major_group,3.2,1394,2015-2016,1390,284.2,11.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,General index,general,100.0,1395,2016-2017,1395,100.0,,,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,General index,general,100.0,1396,2017-2018,1395,109.6,9.6,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,General index,general,100.0,1397,2018-2019,1395,143.8,31.2,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,General index,general,100.0,1398,2019-2020,1395,203.2,41.3,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,General index,general,100.0,1399,2020-2021,1395,298.9,47.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Goods index,special_group,48.5,1395,2016-2017,1395,100.0,,,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Goods index,special_group,48.5,1396,2017-2018,1395,110.2,10.2,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Goods index,special_group,48.5,1397,2018-2019,1395,161.1,46.2,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Goods index,special_group,48.5,1398,2019-2020,1395,244.5,51.8,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Goods index,special_group,48.5,1399,2020-2021,1395,380.9,55.8,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Services index,special_group,51.5,1395,2016-2017,1395,100.0,,,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Services index,special_group,51.5,1396,2017-2018,1395,109.2,9.2,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Services index,special_group,51.5,1397,2018-2019,1395,127.5,16.8,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Services index,special_group,51.5,1398,2019-2020,1395,164.0,28.6,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Services index,special_group,51.5,1399,2020-2021,1395,221.2,34.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Food and beverages,major_group,25.5,1395,2016-2017,1395,100.0,,,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Food and beverages,major_group,25.5,1396,2017-2018,1395,113.9,13.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Food and beverages,major_group,25.5,1397,2018-2019,1395,166.5,46.2,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Food and beverages,major_group,25.5,1398,2019-2020,1395,254.2,52.7,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Food and beverages,major_group,25.5,1399,2020-2021,1395,394.2,55.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Tobacco,major_group,0.4,1395,2016-2017,1395,100.0,,,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Tobacco,major_group,0.4,1396,2017-2018,1395,103.1,3.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Tobacco,major_group,0.4,1397,2018-2019,1395,205.2,99.0,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Tobacco,major_group,0.4,1398,2019-2020,1395,253.5,23.5,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Tobacco,major_group,0.4,1399,2020-2021,1395,340.3,34.2,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,"Housing, water, electricity, gas, and other fuels",major_group,37.1,1395,2016-2017,1395,100.0,,,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,"Housing, water, electricity, gas, and other fuels",major_group,37.1,1396,2017-2018,1395,108.1,8.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,"Housing, water, electricity, gas, and other fuels",major_group,37.1,1397,2018-2019,1395,122.5,13.3,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,"Housing, water, electricity, gas, and other fuels",major_group,37.1,1398,2019-2020,1395,155.0,26.5,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,"Housing, water, electricity, gas, and other fuels",major_group,37.1,1399,2020-2021,1395,203.4,31.2,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Clothing and footwear,major_group,4.6,1395,2016-2017,1395,100.0,,,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Clothing and footwear,major_group,4.6,1396,2017-2018,1395,105.4,5.4,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Clothing and footwear,major_group,4.6,1397,2018-2019,1395,142.8,35.5,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Clothing and footwear,major_group,4.6,1398,2019-2020,1395,219.1,53.4,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Clothing and footwear,major_group,4.6,1399,2020-2021,1395,308.6,40.8,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,"Furnishings, household equipment, and routine household maintenance",major_group,4.3,1395,2016-2017,1395,100.0,,,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,"Furnishings, household equipment, and routine household maintenance",major_group,4.3,1396,2017-2018,1395,108.1,8.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,"Furnishings, household equipment, and routine household maintenance",major_group,4.3,1397,2018-2019,1395,171.2,58.4,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,"Furnishings, household equipment, and routine household maintenance",major_group,4.3,1398,2019-2020,1395,268.6,56.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,"Furnishings, household equipment, and routine household maintenance",major_group,4.3,1399,2020-2021,1395,426.2,58.7,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Transportation,major_group,8.9,1395,2016-2017,1395,100.0,,,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Transportation,major_group,8.9,1396,2017-2018,1395,106.5,6.5,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Transportation,major_group,8.9,1397,2018-2019,1395,153.8,44.4,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Transportation,major_group,8.9,1398,2019-2020,1395,241.1,56.8,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Transportation,major_group,8.9,1399,2020-2021,1395,451.1,87.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Communication,major_group,2.3,1395,2016-2017,1395,100.0,,,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Communication,major_group,2.3,1396,2017-2018,1395,105.9,5.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Communication,major_group,2.3,1397,2018-2019,1395,139.7,31.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Communication,major_group,2.3,1398,2019-2020,1395,163.1,16.8,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Communication,major_group,2.3,1399,2020-2021,1395,213.5,30.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Medical care,major_group,7.8,1395,2016-2017,1395,100.0,,,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Medical care,major_group,7.8,1396,2017-2018,1395,110.1,10.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Medical care,major_group,7.8,1397,2018-2019,1395,128.8,17.0,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Medical care,major_group,7.8,1398,2019-2020,1395,162.3,26.0,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Medical care,major_group,7.8,1399,2020-2021,1395,205.0,26.3,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Recreation and culture,major_group,2.1,1395,2016-2017,1395,100.0,,,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Recreation and culture,major_group,2.1,1396,2017-2018,1395,110.2,10.2,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Recreation and culture,major_group,2.1,1397,2018-2019,1395,180.8,64.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Recreation and culture,major_group,2.1,1398,2019-2020,1395,271.5,50.2,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Recreation and culture,major_group,2.1,1399,2020-2021,1395,370.1,36.3,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Education,major_group,2.0,1395,2016-2017,1395,100.0,,,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Education,major_group,2.0,1396,2017-2018,1395,111.3,11.3,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Education,major_group,2.0,1397,2018-2019,1395,130.1,16.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Education,major_group,2.0,1398,2019-2020,1395,156.2,20.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Education,major_group,2.0,1399,2020-2021,1395,184.2,17.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Restaurants and hotels,major_group,1.8,1395,2016-2017,1395,100.0,,,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Restaurants and hotels,major_group,1.8,1396,2017-2018,1395,111.3,11.3,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Restaurants and hotels,major_group,1.8,1397,2018-2019,1395,141.4,27.0,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Restaurants and hotels,major_group,1.8,1398,2019-2020,1395,212.5,50.3,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Restaurants and hotels,major_group,1.8,1399,2020-2021,1395,284.2,33.7,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Miscellaneous goods and services,major_group,3.2,1395,2016-2017,1395,100.0,,,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Miscellaneous goods and services,major_group,3.2,1396,2017-2018,1395,110.2,10.2,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Miscellaneous goods and services,major_group,3.2,1397,2018-2019,1395,162.9,47.8,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Miscellaneous goods and services,major_group,3.2,1398,2019-2020,1395,234.9,44.2,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Miscellaneous goods and services,major_group,3.2,1399,2020-2021,1395,346.1,47.3,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 57 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,General index,general,100.0,1397,2018-2019,1400,32.9,,,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 55 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,General index,general,100.0,1398,2019-2020,1400,46.5,41.3,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 55 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,General index,general,100.0,1399,2020-2021,1400,68.4,47.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 55 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,General index,general,100.0,1400,2021-2022,1400,100.0,46.2,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 55 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,General index,general,100.0,1401,2022-2023,1400,153.1,53.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 55 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Goods,special_group,52.6,1397,2018-2019,1400,28.8,,,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 55 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Goods,special_group,52.6,1398,2019-2020,1400,43.7,51.7,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 55 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Goods,special_group,52.6,1399,2020-2021,1400,68.1,55.8,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 55 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Goods,special_group,52.6,1400,2021-2022,1400,100.0,46.8,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 55 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Goods,special_group,52.6,1401,2022-2023,1400,155.0,55.0,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 55 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Services,special_group,47.4,1397,2018-2019,1400,39.7,,,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 55 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Services,special_group,47.4,1398,2019-2020,1400,51.1,28.7,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 55 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Services,special_group,47.4,1399,2020-2021,1400,68.9,34.8,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 55 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
IRN,Consumer Price Index (CPI) of Goods and Services in Urban Areas,Services,special_group,47.4,1400,2021-2022,1400,100.0,45.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 55 (Consumer Price Index (CPI) of Goods and Services in Urban Areas)",
