REF_AREA,INDICATOR,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,SEX,AGE,URBANISATION,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,LATEST_DATA,OBS_STATUS,FREQ
ESP,WEF_GCIHH_EOSQ035,2008,5.6,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ035,2008,54,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ035,2007,5.33,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ035,2007,53,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ034,2017,5.34,1_TO_7,_T,_T,_T,_Z,_Z,_Z,True,A,A
ESP,WEF_GCIHH_EOSQ034,2017,26,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
ESP,WEF_GCIHH_EOSQ034,2016,5.42,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ034,2016,26,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ034,2015,5.25,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ034,2015,38,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ034,2014,5.18,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ034,2014,37,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ034,2013,5.49,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ034,2013,30,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ034,2012,5.54,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ034,2012,34,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ034,2011,5.44,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ034,2011,38,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ034,2010,5.24,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ034,2010,52,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ034,2009,4.88,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ034,2009,66,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ034,2008,4.99,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ034,2008,59,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ034,2007,5.04,1_TO_7,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_EOSQ034,2007,54,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_ENROL3GR,2017,89.67,PT_POP_SUB,_T,_T,_T,_Z,_Z,_Z,True,A,A
ESP,WEF_GCIHH_ENROL3GR,2017,6,RANK,_T,_T,_T,_Z,_Z,_Z,True,A,A
ESP,WEF_GCIHH_ENROL3GR,2016,89.07,PT_POP_SUB,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_ENROL3GR,2016,3,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_ENROL3GR,2015,84.57,PT_POP_SUB,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_ENROL3GR,2015,7,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_ENROL3GR,2014,84.57,PT_POP_SUB,_T,_T,_T,_Z,_Z,_Z,False,A,A
ESP,WEF_GCIHH_ENROL3GR,2014,8,RANK,_T,_T,_T,_Z,_Z,_Z,False,A,A
