Downloaded from wid.world on 12-07-2026 at 18:23:56
Country;Year;Percentile;Variable;Value;DataQuality
IR;1992;p0p100;anninc999i;1402310528.0;5.0
IR;1992;p90p100;shweal992j;0.6518;0.0
IR;1992;p99p100;shweal999j;0.3127;0.0
IR;1992;p90p100;sptinc999j;0.5379;1.0
IR;1993;p90p100;shweal999j;0.6512;0.0
IR;1993;p0p100;anninc992i;2971993600.0;5.0
IR;1993;p99p100;sptinc992j;0.2025;1.0
IR;1993;p99p100;sptinc999j;0.2025;1.0
IR;1993;p90p100;sptinc992j;0.5376000000000001;1.0
IR;1993;p99p100;shweal992j;0.3121;0.0
IR;1993;p0p100;anninc999i;1388896896.0;5.0
IR;1993;p90p100;shweal992j;0.6512;0.0
IR;1993;p99p100;shweal999j;0.3121;0.0
IR;1993;p90p100;sptinc999j;0.5376000000000001;1.0
IR;1994;p90p100;shweal999j;0.6506000000000001;0.0
IR;1994;p0p100;anninc992i;2928100608.0;5.0
IR;1994;p99p100;sptinc992j;0.2023;1.0
IR;1994;p99p100;sptinc999j;0.2023;1.0
IR;1994;p90p100;sptinc992j;0.5373;1.0
IR;1994;p99p100;shweal992j;0.3113;0.0
IR;1994;p0p100;anninc999i;1366703360.0;5.0
IR;1994;p90p100;shweal992j;0.6506000000000001;0.0
IR;1994;p99p100;shweal999j;0.3113;0.0
IR;1994;p90p100;sptinc999j;0.5373;1.0
IR;1995;p90p100;shweal999j;0.6506000000000001;0.0
IR;1995;p0p100;anninc992i;2901961984.0;5.0
IR;1995;p99p100;sptinc992j;0.2006;1.0
IR;1995;p99p100;sptinc999j;0.2006;1.0
IR;1995;p90p100;sptinc992j;0.5352;1.0
IR;1995;p99p100;shweal992j;0.3114;0.0
IR;1995;p0p100;anninc999i;1368295424.0;5.0
IR;1995;p90p100;shweal992j;0.6506000000000001;0.0
IR;1995;p99p100;shweal999j;0.3114;0.0
IR;1995;p90p100;sptinc999j;0.5352;1.0
IR;1996;p90p100;shweal999j;0.6506000000000001;0.0
IR;1996;p0p100;anninc992i;3004261120.0;5.0
IR;1996;p99p100;sptinc992j;0.199;1.0
IR;1996;p99p100;sptinc999j;0.199;1.0
IR;1996;p90p100;sptinc992j;0.5332;1.0
IR;1996;p99p100;shweal992j;0.3114;0.0
IR;1996;p0p100;anninc999i;1437728512.0;5.0
IR;1996;p90p100;shweal992j;0.6506000000000001;0.0
IR;1996;p99p100;shweal999j;0.3114;0.0
IR;1996;p90p100;sptinc999j;0.5332;1.0
IR;1997;p90p100;shweal999j;0.6507000000000001;0.0
IR;1997;p0p100;anninc992i;3032695296.0;5.0
IR;1997;p99p100;sptinc992j;0.1975;3.0
IR;1997;p99p100;sptinc999j;0.1975;3.0
IR;1997;p90p100;sptinc992j;0.5312;3.0
IR;1997;p99p100;shweal992j;0.3115;0.0
IR;1997;p0p100;anninc999i;1480133376.0;5.0
IR;1997;p90p100;shweal992j;0.6507000000000001;0.0
IR;1997;p99p100;shweal999j;0.3115;0.0
IR;1997;p90p100;sptinc999j;0.5312;3.0
IR;1998;p90p100;shweal999j;0.6518;0.0
IR;1998;p0p100;anninc992i;2976015360.0;5.0
IR;1998;p99p100;sptinc992j;0.1922;3.0
IR;1998;p99p100;sptinc999j;0.1922;3.0
IR;1998;p90p100;sptinc992j;0.5318;3.0
IR;1998;p99p100;shweal992j;0.3128;0.0
IR;1998;p0p100;anninc999i;1487216256.0;5.0
IR;1998;p90p100;shweal992j;0.6518;0.0
IR;1998;p99p100;shweal999j;0.3128;0.0
IR;1998;p90p100;sptinc999j;0.5318;3.0
IR;1999;p90p100;shweal999j;0.6714;0.0
IR;1999;p0p100;anninc992i;2985060608.0;5.0
IR;1999;p99p100;sptinc992j;0.2044;3.0
IR;1999;p99p100;sptinc999j;0.2044;3.0
IR;1999;p90p100;sptinc992j;0.5493;3.0
IR;1999;p99p100;shweal992j;0.3359;0.0
IR;1999;p0p100;anninc999i;1531573376.0;5.0
IR;1999;p90p100;shweal992j;0.6714;0.0
IR;1999;p99p100;shweal999j;0.3359;0.0
IR;1999;p90p100;sptinc999j;0.5493;3.0
IR;2000;p90p100;shweal999j;0.6724;0.0
IR;2000;p0p100;anninc992i;2995531520.0;5.0
IR;2000;p99p100;sptinc992j;0.2036;3.0
IR;2000;p99p100;sptinc999j;0.2036;3.0
IR;2000;p90p100;sptinc992j;0.5508000000000001;3.0
IR;2000;p99p100;shweal992j;0.337;0.0
IR;2000;p0p100;anninc999i;1581081344.0;5.0
IR;2000;p90p100;shweal992j;0.6724;0.0
IR;2000;p99p100;shweal999j;0.337;0.0
IR;2000;p90p100;sptinc999j;0.5508000000000001;3.0
IR;2001;p90p100;shweal999j;0.6496000000000001;0.0
IR;2001;p0p100;anninc992i;2966719488.0;5.0
IR;2001;p99p100;sptinc992j;0.1828;3.0
IR;2001;p99p100;sptinc999j;0.1828;3.0
IR;2001;p90p100;sptinc992j;0.5281;3.0
IR;2001;p99p100;shweal992j;0.3102;0.0
IR;2001;p0p100;anninc999i;1612394112.0;5.0
IR;2001;p90p100;shweal992j;0.6496000000000001;0.0
IR;2001;p99p100;shweal999j;0.3102;0.0
IR;2001;p90p100;sptinc999j;0.5281;3.0
IR;2002;p90p100;shweal999j;0.6488;0.0
IR;2002;p0p100;anninc992i;3116327424.0;5.0
IR;2002;p99p100;sptinc992j;0.1877;3.0
IR;2002;p99p100;sptinc999j;0.1877;3.0
IR;2002;p90p100;sptinc992j;0.5271;3.0
IR;2002;p99p100;shweal992j;0.3093;0.0
IR;2002;p0p100;anninc999i;1741099008.0;5.0
IR;2002;p90p100;shweal992j;0.6488;0.0
IR;2002;p99p100;shweal999j;0.3093;0.0
IR;2002;p90p100;sptinc999j;0.5271;3.0
IR;2003;p90p100;shweal999j;0.6541;0.0
IR;2003;p0p100;anninc992i;3244336896.0;5.0
IR;2003;p99p100;sptinc992j;0.1934;3.0
IR;2003;p99p100;sptinc999j;0.1934;3.0
IR;2003;p90p100;sptinc992j;0.5335;3.0
IR;2003;p99p100;shweal992j;0.3155;0.0
IR;2003;p0p100;anninc999i;1864018688.0;5.0
IR;2003;p90p100;shweal992j;0.6541;0.0
IR;2003;p99p100;shweal999j;0.3155;0.0
IR;2003;p90p100;sptinc999j;0.5335;3.0
IR;2004;p90p100;shweal999j;0.6543;0.0
IR;2004;p0p100;anninc992i;3198194688.0;5.0
IR;2004;p99p100;sptinc992j;0.1897;3.0
IR;2004;p99p100;sptinc999j;0.1897;3.0
IR;2004;p90p100;sptinc992j;0.5346000000000001;3.0
IR;2004;p99p100;shweal992j;0.3157;0.0
IR;2004;p0p100;anninc999i;1890517632.0;5.0
IR;2004;p90p100;shweal992j;0.6543;0.0
IR;2004;p99p100;shweal999j;0.3157;0.0
IR;2004;p90p100;sptinc999j;0.5346000000000001;3.0
IR;2005;p90p100;shweal999j;0.6501;0.0
IR;2005;p0p100;anninc992i;3208217856.0;5.0
IR;2005;p99p100;sptinc992j;0.1932;3.0
IR;2005;p99p100;sptinc999j;0.1932;3.0
IR;2005;p90p100;sptinc992j;0.5291;3.0
IR;2005;p99p100;shweal992j;0.3108;0.0
IR;2005;p0p100;anninc999i;1946942592.0;5.0
IR;2005;p90p100;shweal992j;0.6501;0.0
IR;2005;p99p100;shweal999j;0.3108;0.0
IR;2005;p90p100;sptinc999j;0.5291;3.0
IR;2006;p90p100;shweal999j;0.65;0.0
IR;2006;p0p100;anninc992i;3254635008.0;5.0
IR;2006;p99p100;sptinc992j;0.1938;3.0
IR;2006;p99p100;sptinc999j;0.1938;3.0
IR;2006;p90p100;sptinc992j;0.529;3.0
IR;2006;p99p100;shweal992j;0.3107;0.0
IR;2006;p0p100;anninc999i;2023493248.0;5.0
IR;2006;p90p100;shweal992j;0.65;0.0
IR;2006;p99p100;shweal999j;0.3107;0.0
IR;2006;p90p100;sptinc999j;0.529;3.0
IR;2007;p90p100;shweal999j;0.6578;0.0
IR;2007;p0p100;anninc992i;3434872320.0;5.0
IR;2007;p99p100;sptinc992j;0.2083;3.0
IR;2007;p99p100;sptinc999j;0.2083;3.0
IR;2007;p90p100;sptinc992j;0.5396000000000001;3.0
IR;2007;p99p100;shweal992j;0.3197;0.0
IR;2007;p0p100;anninc999i;2182297344.0;5.0
IR;2007;p90p100;shweal992j;0.6578;0.0
IR;2007;p99p100;shweal999j;0.3197;0.0
IR;2007;p90p100;sptinc999j;0.5396000000000001;3.0
IR;2008;p90p100;shweal999j;0.6264000000000001;0.0
IR;2008;p0p100;anninc992i;3398386944.0;5.0
IR;2008;p99p100;sptinc992j;0.1783;3.0
IR;2008;p99p100;sptinc999j;0.1783;3.0
IR;2008;p90p100;sptinc992j;0.4954;3.0
IR;2008;p99p100;shweal992j;0.2836;0.0
IR;2008;p0p100;anninc999i;2200276736.0;5.0
IR;2008;p90p100;shweal992j;0.6264000000000001;0.0
IR;2008;p99p100;shweal999j;0.2836;0.0
IR;2008;p90p100;sptinc999j;0.4954;3.0
IR;2009;p90p100;shweal999j;0.6147;0.0
IR;2009;p0p100;anninc992i;3323512832.0;5.0
IR;2009;p99p100;sptinc992j;0.1645;3.0
IR;2009;p99p100;sptinc999j;0.1645;3.0
IR;2009;p90p100;sptinc992j;0.4858;3.0
IR;2009;p99p100;shweal992j;0.2706;0.0
IR;2009;p0p100;anninc999i;2187527424.0;5.0
IR;2009;p90p100;shweal992j;0.6147;0.0
IR;2009;p99p100;shweal999j;0.2706;0.0
IR;2009;p90p100;sptinc999j;0.4858;3.0
IR;2010;p90p100;shweal999j;0.6369;0.0
IR;2010;p0p100;anninc992i;3517415168.0;5.0
IR;2010;p99p100;sptinc992j;0.1748;3.0
IR;2010;p99p100;sptinc999j;0.1748;3.0
IR;2010;p90p100;sptinc992j;0.5149;3.0
IR;2010;p99p100;shweal992j;0.2955;0.0
IR;2010;p0p100;anninc999i;2348273152.0;5.0
IR;2010;p90p100;shweal992j;0.6369;0.0
IR;2010;p99p100;shweal999j;0.2955;0.0
IR;2010;p90p100;sptinc999j;0.5149;3.0
IR;2011;p90p100;shweal999j;0.5971000000000001;0.0
IR;2011;p0p100;anninc992i;3597625344.0;5.0
IR;2011;p99p100;sptinc992j;0.1503;3.0
IR;2011;p99p100;sptinc999j;0.1503;3.0
IR;2011;p90p100;sptinc992j;0.4543;3.0
IR;2011;p99p100;shweal992j;0.2517;0.0
IR;2011;p0p100;anninc999i;2430946560.0;5.0
IR;2011;p90p100;shweal992j;0.5971000000000001;0.0
IR;2011;p99p100;shweal999j;0.2517;0.0
IR;2011;p90p100;sptinc999j;0.4543;3.0
IR;2012;p90p100;shweal999j;0.6285000000000001;0.0
IR;2012;p0p100;anninc992i;3280087040.0;5.0
IR;2012;p99p100;sptinc992j;0.1841;3.0
IR;2012;p99p100;sptinc999j;0.1841;3.0
IR;2012;p90p100;sptinc992j;0.5;3.0
IR;2012;p99p100;shweal992j;0.2859;0.0
IR;2012;p0p100;anninc999i;2238858240.0;5.0
IR;2012;p90p100;shweal992j;0.6285000000000001;0.0
IR;2012;p99p100;shweal999j;0.2859;0.0
IR;2012;p90p100;sptinc999j;0.5;3.0
IR;2013;p90p100;shweal999j;0.6147;0.0
IR;2013;p0p100;anninc992i;3104419840.0;5.0
IR;2013;p99p100;sptinc992j;0.1569;3.0
IR;2013;p99p100;sptinc999j;0.1569;3.0
IR;2013;p90p100;sptinc992j;0.4929;3.0
IR;2013;p99p100;shweal992j;0.2705;0.0
IR;2013;p0p100;anninc999i;2135283584.0;5.0
IR;2013;p90p100;shweal992j;0.6147;0.0
IR;2013;p99p100;shweal999j;0.2705;0.0
IR;2013;p90p100;sptinc999j;0.4929;3.0
IR;2014;p90p100;shweal999j;0.6112000000000001;0.0
IR;2014;p0p100;anninc992i;3164526080.0;5.0
IR;2014;p99p100;sptinc992j;0.169;3.0
IR;2014;p99p100;sptinc999j;0.169;3.0
IR;2014;p90p100;sptinc992j;0.4834;3.0
IR;2014;p99p100;shweal992j;0.2667;0.0
IR;2014;p0p100;anninc999i;2187158016.0;5.0
IR;2014;p90p100;shweal992j;0.6112000000000001;0.0
IR;2014;p99p100;shweal999j;0.2667;0.0
IR;2014;p90p100;sptinc999j;0.4834;3.0
IR;2015;p90p100;shweal999j;0.6016;0.0
IR;2015;p0p100;anninc992i;3040284416.0;5.0
IR;2015;p99p100;sptinc992j;0.1531;3.0
IR;2015;p99p100;sptinc999j;0.1531;3.0
IR;2015;p90p100;sptinc992j;0.4647;3.0
IR;2015;p99p100;shweal992j;0.2564;0.0
IR;2015;p0p100;anninc999i;2106222336.0;5.0
IR;2015;p90p100;shweal992j;0.6016;0.0
IR;2015;p99p100;shweal999j;0.2564;0.0
IR;2015;p90p100;sptinc999j;0.4647;3.0
IR;2016;p90p100;shweal999j;0.5947;0.0
IR;2016;p0p100;anninc992i;3257013504.0;5.0
IR;2016;p99p100;sptinc992j;0.1407;3.0
IR;2016;p99p100;sptinc999j;0.1407;3.0
IR;2016;p90p100;sptinc992j;0.4518;3.0
IR;2016;p99p100;shweal992j;0.2492;0.0
IR;2016;p0p100;anninc999i;2258405376.0;5.0
IR;2016;p90p100;shweal992j;0.5947;0.0
IR;2016;p99p100;shweal999j;0.2492;0.0
IR;2016;p90p100;sptinc999j;0.4518;3.0
IR;2017;p90p100;shweal999j;0.6047;0.0
IR;2017;p0p100;anninc992i;3315783424.0;5.0
IR;2017;p99p100;sptinc992j;0.1512;3.0
IR;2017;p99p100;sptinc999j;0.1512;3.0
IR;2017;p90p100;sptinc992j;0.4719;3.0
IR;2017;p99p100;shweal992j;0.2596;0.0
IR;2017;p0p100;anninc999i;2300120064.0;5.0
IR;2017;p90p100;shweal992j;0.6047;0.0
IR;2017;p99p100;shweal999j;0.2596;0.0
IR;2017;p90p100;sptinc999j;0.4719;3.0
IR;2018;p90p100;shweal999j;0.6085;0.0
IR;2018;p0p100;anninc992i;3060400128.0;5.0
IR;2018;p99p100;sptinc992j;0.159;3.0
IR;2018;p99p100;sptinc999j;0.159;3.0
IR;2018;p90p100;sptinc992j;0.4795;3.0
IR;2018;p99p100;shweal992j;0.2638;0.0
IR;2018;p0p100;anninc999i;2124508032.0;5.0
IR;2018;p90p100;shweal992j;0.6085;0.0
IR;2018;p99p100;shweal999j;0.2638;0.0
IR;2018;p90p100;sptinc999j;0.4795;3.0
IR;2019;p90p100;shweal999j;0.6029;0.0
IR;2019;p0p100;anninc992i;2836726016.0;5.0
IR;2019;p99p100;sptinc992j;0.153;3.0
IR;2019;p99p100;sptinc999j;0.153;3.0
IR;2019;p90p100;sptinc992j;0.4674;3.0
IR;2019;p99p100;shweal992j;0.2577;0.0
IR;2019;p0p100;anninc999i;1972750464.0;5.0
IR;2019;p90p100;shweal992j;0.6029;0.0
IR;2019;p99p100;shweal999j;0.2577;0.0
IR;2019;p90p100;sptinc999j;0.4674;3.0
IR;2020;p90p100;shweal999j;0.5963;0.0
IR;2020;p0p100;anninc992i;2665829632.0;5.0
IR;2020;p99p100;sptinc992j;0.145;3.0
IR;2020;p99p100;sptinc999j;0.145;3.0
IR;2020;p90p100;sptinc992j;0.4559;3.0
IR;2020;p99p100;shweal992j;0.2509;0.0
IR;2020;p0p100;anninc999i;1857874304.0;5.0
IR;2020;p90p100;shweal992j;0.5963;0.0
IR;2020;p99p100;shweal999j;0.2509;0.0
IR;2020;p90p100;sptinc999j;0.4559;3.0
IR;2021;p90p100;shweal999j;0.5974;0.0
IR;2021;p0p100;anninc992i;2842344192.0;5.0
IR;2021;p99p100;sptinc992j;0.1524;3.0
IR;2021;p99p100;sptinc999j;0.1524;3.0
IR;2021;p90p100;sptinc992j;0.4583;3.0
IR;2021;p99p100;shweal992j;0.252;0.0
IR;2021;p0p100;anninc999i;1985351424.0;5.0
IR;2021;p90p100;shweal992j;0.5974;0.0
IR;2021;p99p100;shweal999j;0.252;0.0
IR;2021;p90p100;sptinc999j;0.4583;3.0
IR;2022;p90p100;shweal999j;0.5959;0.0
IR;2022;p0p100;anninc992i;3035725312.0;5.0
IR;2022;p99p100;sptinc992j;0.1565;3.0
IR;2022;p99p100;sptinc999j;0.1565;3.0
IR;2022;p90p100;sptinc992j;0.4561;3.0
IR;2022;p99p100;shweal992j;0.2505;0.0
IR;2022;p0p100;anninc999i;2127005184.0;5.0
IR;2022;p90p100;shweal992j;0.5959;0.0
IR;2022;p99p100;shweal999j;0.2505;0.0
IR;2022;p90p100;sptinc999j;0.4561;3.0
IR;2023;p90p100;shweal999j;0.6013000000000001;0.0
IR;2023;p0p100;anninc992i;3131985152.0;5.0
IR;2023;p99p100;sptinc992j;0.1658;3.0
IR;2023;p99p100;sptinc999j;0.1658;3.0
IR;2023;p90p100;sptinc992j;0.4671;3.0
IR;2023;p99p100;shweal992j;0.2561;0.0
IR;2023;p0p100;anninc999i;2202705920.0;5.0
IR;2023;p90p100;shweal992j;0.6013000000000001;0.0
IR;2023;p99p100;shweal999j;0.2561;0.0
IR;2023;p90p100;sptinc999j;0.4671;3.0
IR;2024;p90p100;shweal999j;0.6013000000000001;0.0
IR;2024;p0p100;anninc992i;3236955136.0;5.0
IR;2024;p99p100;sptinc992j;0.1658;1.0
IR;2024;p99p100;sptinc999j;0.1658;1.0
IR;2024;p90p100;sptinc992j;0.4671;1.0
IR;2024;p99p100;shweal992j;0.2561;0.0
IR;2024;p0p100;anninc999i;2285892608.0;5.0
IR;2024;p90p100;shweal992j;0.6013000000000001;0.0
IR;2024;p99p100;shweal999j;0.2561;0.0
IR;2024;p90p100;sptinc999j;0.4671;1.0
IR;2025;p90p100;shweal999j;;
IR;2025;p0p100;anninc992i;3181451520.0;5.0
IR;2025;p99p100;sptinc992j;;
IR;2025;p99p100;sptinc999j;;
IR;2025;p90p100;sptinc992j;;
IR;2025;p99p100;shweal992j;;
IR;2025;p0p100;anninc999i;2257130496.0;5.0
IR;2025;p90p100;shweal992j;;
IR;2025;p99p100;shweal999j;;
IR;2025;p90p100;sptinc999j;;
IR;2026;p90p100;shweal999j;;
IR;2026;p0p100;anninc992i;;
IR;2026;p99p100;sptinc992j;;
IR;2026;p99p100;sptinc999j;;
IR;2026;p90p100;sptinc992j;;
IR;2026;p99p100;shweal992j;;
IR;2026;p0p100;anninc999i;;
IR;2026;p90p100;shweal992j;;
IR;2026;p99p100;shweal999j;;
IR;2026;p90p100;sptinc999j;;
IR;2027;p90p100;shweal999j;;
IR;2027;p0p100;anninc992i;;
IR;2027;p99p100;sptinc992j;;
IR;2027;p99p100;sptinc999j;;
IR;2027;p90p100;sptinc992j;;
IR;2027;p99p100;shweal992j;;
IR;2027;p0p100;anninc999i;;
IR;2027;p90p100;shweal992j;;
IR;2027;p99p100;shweal999j;;
IR;2027;p90p100;sptinc999j;;
